2019-12-05 10:05:37,22.0
2019-12-05 10:05:43,23.6
2019-12-05 10:05:48,23.6
2019-12-05 10:05:53,23.6
2019-12-05 10:05:59,23.6
2019-12-05 10:06:04,23.6
2019-12-05 10:06:09,24.1
2019-12-05 10:06:14,23.6
2019-12-05 10:06:20,23.6
2019-12-05 10:06:25,23.6
2019-12-05 10:06:30,24.1
2019-12-05 10:06:36,23.6
2019-12-05 10:06:41,24.1
2019-12-05 10:06:46,24.6
2019-12-05 10:06:52,24.6
2019-12-05 10:06:57,24.6
2019-12-05 10:07:02,24.6
2019-12-05 10:07:08,25.2
2019-12-05 10:07:13,24.6
2019-12-05 10:07:18,24.6
2019-12-05 10:07:24,25.7
2019-12-05 10:07:29,25.7
2019-12-05 10:07:34,27.9
2019-12-05 10:07:40,26.3
2019-12-05 10:07:45,26.8
2019-12-05 10:07:50,26.8
2019-12-05 10:07:56,26.8
2019-12-05 10:08:01,26.8
2019-12-05 10:08:06,26.8
2019-12-05 10:08:12,26.8
2019-12-05 10:08:17,26.8
2019-12-05 10:08:22,27.9
2019-12-05 10:08:28,26.8
2019-12-05 10:08:33,27.9
2019-12-05 10:08:38,27.9
2019-12-05 10:08:44,27.9
2019-12-05 10:08:49,27.9
2019-12-05 10:08:54,27.9
2019-12-05 10:09:00,27.9
2019-12-05 10:09:05,27.9
2019-12-05 10:09:10,28.9
2019-12-05 10:09:15,28.4
2019-12-05 10:09:21,28.4
2019-12-05 10:09:26,28.9
2019-12-05 10:09:31,28.9
2019-12-05 10:09:37,30.0
2019-12-05 10:09:42,28.9
2019-12-05 10:09:47,30.0
2019-12-05 10:09:53,28.9
2019-12-05 10:09:58,29.5
2019-12-05 10:10:03,29.5
2019-12-05 10:10:09,29.5
2019-12-05 10:10:14,28.9
2019-12-05 10:10:19,28.9
2019-12-05 10:10:25,28.9
2019-12-05 10:10:30,28.9
2019-12-05 10:10:35,30.0
2019-12-05 10:10:41,30.0
2019-12-05 10:10:46,30.0
2019-12-05 10:10:51,30.6
2019-12-05 10:10:57,30.0
2019-12-05 10:11:02,30.6
2019-12-05 10:11:07,30.6
2019-12-05 10:11:13,31.1
2019-12-05 10:11:18,30.6
2019-12-05 10:11:23,31.1
2019-12-05 10:11:29,30.6
2019-12-05 10:11:34,30.6
2019-12-05 10:11:39,30.6
